Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	col0 E(PSI)	prmt5 E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G06630	AT1G06630:t:2031091-2031388	t|1e1.1o1|i	-0.00755141155259728;0.007551451990270307	4.662882967612802e-06;4.663146249872296e-06	0.002970731656651293;0.002970582857881099	0.149;0.851	0.132;0.868	False	False	False	1	2	2030207-2031091	2030207-2031091
AT1G07140	AT1G07140:s:2193026-2193155	s|1e1.1o1|2e1.1o1	1.4846388750661673e-15;7.771559702176269e-16	6.097720061512388e-21;6.097720061512472e-21	0.999999982759907;0.9999999997576716	0.990;0.010	0.996;0.004	True	False	False	2	2	2192613-2193030;2192613-2193026	
AT5G05200	AT5G05200:s:1545667-1545839	s|1e1.1o1|i	-0.013692288612591405;0.013692310378157838	6.671329715013528e-07;6.670691515835179e-07	0.0009519751686793976;0.0009519295583543625	0.614;0.386	0.598;0.402	False	False	False	1	2	1545596-1545667	1545596-1545667
AT5G44020	AT5G44020:s:17713111-17713320	s|1e1.1o1|i	-0.01613528466587061;0.01613528410031239	6.778455925846518e-20;1.176421961849585e-20	0.002696187455250243;0.0026960222098651662	0.815;0.185	0.799;0.201	False	False	False	1	2	17713320-17713869	17713320-17713869
AT1G42480	AT1G42480:s:15937019-15937045	s|1e1.1o2|1e1.2o2	-0.00016373035148784928;0.00016373121934306552	5.082464880768558e-09;4.841423484342495e-09	0.0018473123035789296;0.0018472128110472424	0.995;0.005	0.992;0.008	False	True	False	2	2	15937045-15937170;15937045-15937219	
AT5G26740	AT5G26740:s:9291928-9292142	s|1e1.1o2|1e1.2o2	-0.008361225728950029;0.008361266143107098	0.00141628948398687;0.0014162883266852452	7.505036071819848e-05;7.504815561065747e-05	0.522;0.478	0.501;0.499	False	True	False	2	2	9292142-9292222;9292142-9292282	
AT3G23280	AT3G23280:s:8322912-8323014	s|1e1.1o1|1e2.1o1	-0.2917899029996507;0.29178988459961447	0.962120372713561;0.9621204254207969	2.3865108778053923e-09;2.3841991612118164e-09	0.577;0.423	0.281;0.719	False	False	True	2	3	8323014-8323099;8323014-8323363	
AT2G30700	AT2G30700:s:13085056-13085281	s|1e1.1o1|1e2.1o1	-0.0077399391531818625;0.007739970218549069	3.3594355713341146e-06;3.359213951236952e-06	0.00019864015788206846;0.00019862972832926373	0.834;0.166	0.821;0.179	False	False	True	2	3	13084469-13085056;13083938-13085056	
AT4G31990	AT4G31990:s:15471083-15471205	s|1e1.1o1|i	7.77155982729795e-16;3.9715920036389145e-16	6.0448857830544e-21;6.044885783054356e-21	0.9999999926460882;0.9999945286868352	0.010;0.990	0.016;0.984	False	False	False	1	2	15470911-15471083	15470911-15471083
AT5G16300	AT5G16300:s:5341437-5341616	s|1e1.1o1|2e1.1o1	-3.805278029995402e-11;1.8701689144039405e-10	6.097720056987693e-21;6.097720036203008e-21	0.9990872771664191;0.9949300674544772	0.002;0.998	0.001;0.999	True	False	False	2	2	5341523-5341779;5341616-5341779	
ATCG00790	ATCG00790:s:82644-82652	s|1e1.1o1|i	0.10168104447603883;-0.10168104443772068	0.05489433057620494;0.05489427704121862	0.00017921423220765357;0.0001792290773890981	0.130;0.870	0.250;0.750	False	False	False	1	2	81587-82644	81587-82644
AT4G36390	AT4G36390:s:17196702-17197131	s|1e1.1o2|1e1.2o2	0.012672653873000244;-0.012672633131004052	2.0761178889622923e-14;8.629148464763015e-21	0.017781258517833316;0.01778282793398578	0.952;0.048	0.982;0.018	False	True	False	2	2	17196419-17196702;17196416-17196702	
AT5G53350	AT5G53350:s:21646627-21646731	s|1e1.1o2|1e1.2o2	2.663763711029432e-10;-2.984831372952091e-10	6.097720029838937e-21;6.097720026010809e-21	0.99367720091298;0.9929229476983689	0.009;0.991	0.016;0.984	False	True	False	2	2	21646731-21646803;21646731-21646822	
AT3G01280	AT3G01280:s:87011-87219	s|1e1.1o1|i	0.008381851766850105;-0.008381836499927834	1.142132977546665e-20;1.2902508525044302e-18	0.004494620097142243;0.004494852817202188	0.638;0.362	0.650;0.350	False	False	False	1	2	87219-87306	87219-87306
AT5G06220	AT5G06220:s:1882585-1882811	s|1e1.1o2|1e1.2o2|i	-0.0503867578502969;7.77155982729795e-16;0.05046272366614084	0.0013483921703585312;6.0448857830544e-21;0.001363968679344572	0.00044680902221050367;0.9999999926460882;0.0004464362240238391	0.637;0.001;0.363	0.579;0.000;0.421	False	True	False	2	2	1882811-1882896;1882811-1882915	1882811-1882915
AT3G02200	AT3G02200:s:408480-408581	s|1e1.1o1|2e1.1o1	-9.087844714797705e-16;7.771559702176269e-16	6.097720061512271e-21;6.097720061512472e-21	0.9999999592494312;0.9999999997576716	0.999;0.001	0.998;0.002	True	False	False	2	2	408577-408658;408581-408658	
AT5G48220	AT5G48220:t:19550376-19550789	t|1e1.1o1|1e2.1o1|1e3.1o1	0.10453992357894593;-0.10460426337706122;7.771559702176269e-16	0.033318512268409574;0.03301549429046981;6.097720061512472e-21	9.73207663597395e-06;9.804800786272772e-06;0.9999999997576716	0.672;0.327;0.001	0.793;0.206;0.001	False	False	True	3	4	19550055-19550376;19550226-19550376;19550305-19550376	
AT1G17990	AT1G17990:s:6193688-6194093	s|1e1.1o2|1e1.2o2	-0.00026762060657909987;0.0002676219067408137	3.7065918659207146e-08;3.689749183966646e-08	0.0011696644250952515;0.001169609022023236	0.994;0.006	0.991;0.009	False	True	False	2	2	6193458-6193688;6193434-6193688	
AT2G22670	AT2G22670:s:9638275-9638336	s|1e1.1o2|1e1.2o2	0.008168532656609754;-0.008168534582155468	7.935735793945153e-21;8.128807585415566e-21	0.3508203679944672;0.35084178682036804	0.953;0.047	0.964;0.036	False	True	False	2	2	9638336-9638416;9638336-9638422	
AT2G04690	AT2G04690:s:1645914-1646066	s|1e1.1o1|2e1.1o1|i	-0.27768254422219524;0.1917000212252266;0.06428044103180532	0.9754313808248632;0.4322928530019733;0.0021840964550138287	0.0;1.144638425488722e-07;0.00029875866948373943	0.356;0.218;0.429	0.091;0.412;0.496	True	False	False	2	2	1646031-1646155;1646066-1646155	1646066-1646155
AT5G23090	AT5G23090:s:7749342-7749445	s|1e1.1o2|1e1.2o2	-0.0005225435813975967;0.0005225470413306615	1.2334146787999534e-06;1.2333231733027895e-06	0.0005424135438127919;0.0005423882176957551	0.992;0.008	0.988;0.012	False	True	False	2	2	7749445-7749600;7749445-7749639	
AT2G32500	AT2G32500:s:13796242-13796395	s|1e1.1o1|2e1.1o1	-0.016515618792681725;0.016515641460375954	0.0007786318094984232;0.0007786319502914934	5.9280124502847364e-05;5.92772141480985e-05	0.622;0.378	0.608;0.392	True	False	False	2	2	13796147-13796256;13796147-13796242	
AT2G36720	AT2G36720:s:15394863-15395026	s|1e1.1o1|2e1.1o1	-0.19438417717943748;0.19438420117352964	0.47098014369980457;0.47098034797242727	2.8328530297105914e-06;2.8326682407347367e-06	0.884;0.116	0.677;0.323	True	False	False	2	2	15395022-15395175;15395026-15395175	
AT4G12020	AT4G12020:s:7208344-7208416	s|1e1.1o1|1e2.1o1	-0.0005524101937763495;0.0005524127617775809	2.70737093554109e-09;2.292152578859504e-09	0.0028066938797671748;0.002806529930645187	0.986;0.014	0.983;0.017	False	False	True	2	3	7208416-7208516;7208416-7208916	
AT5G23040	AT5G23040:s:7729708-7729784	s|1e1.1o1|i	0.004336377177855363;-0.0043363532861240405	2.4166394719790206e-13;2.5124348346654833e-13	0.001792734100536597;0.0017927704104970799	0.649;0.351	0.671;0.329	False	False	False	1	2	7729615-7729708	7729615-7729708
AT2G41060	AT2G41060:s:17126989-17128506	s|1e1.1o1|1e2.1o1	0.12476455827355526;-0.12476457947006003	0.1443337673830216;0.1443337976396169	1.0703530052760509e-05;1.0704368816560894e-05	0.335;0.665	0.482;0.518	False	False	True	2	3	17128506-17128775;17128506-17129295	
AT3G09050	AT3G09050:s:2764651-2765207	s|1e1.1o3|2e1.2o3	0.03738419189134165;-0.03738420689540967	7.936315937774255e-09;7.938560365484732e-09	0.0006263385203664158;0.0006263908643519001	0.075;0.925	0.117;0.883	True	True	False	2	2	2765196-2765322;2765207-2765479	
AT1G43650	AT1G43650:t:16443685-16444119	t|1e1.1o1|2e2.1o1	0.0007654045326957081;-0.0007654013653309719	1.6137747893081587e-06;1.6139741985309913e-06	0.00046266115949692224;0.00046269805871934633	0.006;0.994	0.012;0.988	False	True	True	2	3	16444119-16444519;16443993-16444120	
AT5G56610	AT5G56610:t:22917460-22917553	t|1e1.1o1|1e2.1o1	4.959370293133019e-05;-4.9593355903876714e-05	6.116504011356504e-21;1.4829764138981328e-10	0.0046607472435441916;0.0046625536321212024	0.005;0.995	0.006;0.994	False	False	True	2	3	22916953-22917460;22917377-22917460	
AT5G53460	AT5G53460:s:21708216-21708521	s|1e1.1o1|i	0.0034905174898518425;-0.003490485281510881	1.0661933602117302e-20;1.0849043556147484e-20	0.018623181837323255;0.018623424536259536	0.640;0.360	0.628;0.372	False	False	False	1	2	21708521-21708624	21708521-21708624
AT5G58070	AT5G58070:s:23500778-23501209	s|1e1.1o1|2e1.1o1|i	-0.010448543913039912;7.77155982729795e-16;0.00617878208297984	1.1807565010883472e-20;6.0448857830544e-21;1.0806497508126452e-20	0.021405886433705557;0.9999999926460882;0.04004460337685058	0.638;0.001;0.361	0.628;0.005;0.367	True	False	False	2	2	23500697-23500782;23500697-23500778	23500697-23500778
AT1G70760	AT1G70760:s:26687230-26687395	s|1e1.1o1|i	-0.005717822051262755;0.005717828963292867	1.3497024231037908e-20;1.3120994680477703e-20	0.0024289753119447477;0.0024289316536790784	0.655;0.345	0.641;0.359	False	False	False	1	2	26687395-26687494	26687395-26687494
AT1G21060	AT1G21060:s:7371947-7372013	s|1e1.1o2|1e1.2o2	0.00013739876281115883;-0.0001373967294215224	1.5902980629158087e-07;1.5929243543742664e-07	0.0008762026940055678;0.0008762237944607287	0.990;0.010	0.991;0.009	False	True	False	2	2	7372013-7372098;7372013-7372134	
AT3G44020	AT3G44020:s:15801372-15801687	s|1e1.1o1|i	-0.05033226504445753;0.050332262489477884	0.0005853224527692161;0.0005853198574694824	0.0005591776189959319;0.0005591390256152797	0.635;0.365	0.571;0.429	False	False	False	1	2	15801687-15801780	15801687-15801780
AT1G70570	AT1G70570:s:26609933-26610090	s|1e1.1o1|i	-0.1351843043591176;0.13518432333417799	0.11004778823284192;0.11004780868979991	7.83839437979994e-05;7.83774441427667e-05	0.621;0.379	0.481;0.519	False	False	False	1	2	26610090-26610210	26610090-26610210
AT3G43440	AT3G43440:s:15368003-15368087	s|1e1.1o1|1e2.1o1	-3.958470393156493e-05;3.958577623883116e-05	4.38032617142222e-09;4.001195989014881e-09	0.002050397877568999;0.0020503540338492887	0.993;0.007	0.993;0.007	False	False	True	2	3	15368087-15368183;15368087-15369296	
AT2G39950	AT2G39950:t:16678035-16678278	t|1e1.1o1|1e2.1o1	0.04637069836944775;-0.04637070218605657	0.021452762527640574;0.021452779841589692	3.450849149503818e-05;3.451103122342758e-05	0.452;0.548	0.534;0.466	False	False	True	2	3	16678278-16679657;16678278-16678967	
AT5G41140	AT5G41140:s:16472007-16472138	s|1e1.1o1|2e1.1o1	-0.033000933258331644;0.0330010170406708	3.268829246309166e-08;3.2490596213476066e-08	8.59084382636155e-05;8.590123880595661e-05	0.094;0.906	0.047;0.953	True	False	False	2	2	16472117-16472222;16472138-16472222	
AT5G55060	AT5G55060:t:22342944-22343144	t|1e1.1o1|1e2.1o1	0.015641157203172926;-0.01564113100760441	0.0003429676007455381;0.00034296850796727043	0.00013221252405491908;0.0001322233097017511	0.008;0.992	0.061;0.939	False	False	True	2	3	22342181-22342944;22342531-22342944	
AT3G03950	AT3G03950:s:1021911-1021981	s|1e1.1o2|1e1.2o2	0.007609818509251355;-0.007609779004775059	0.0013969959237585072;0.0013969975670881866	7.9941585564125e-05;7.994356976315231e-05	0.791;0.209	0.809;0.191	False	True	False	2	2	1021981-1022153;1021981-1022165	
AT5G65950	AT5G65950:s:26381109-26381232	s|1e1.1o2|1e1.2o2	-0.11797370007661974;0.1179736452591292	0.032874969211553945;0.03287493215366154	5.780143872091692e-06;5.779684104724366e-06	0.965;0.035	0.840;0.160	False	True	False	2	2	26381232-26381323;26381232-26381339	
AT3G27325	AT3G27325:t:10096209-10096532	t|1e1.1o1|1e2.1o1	-0.0072040505449073745;0.007204084186522553	4.933174153643133e-07;4.930507233483418e-07	0.000745084677343355;0.0007450386153356747	0.977;0.023	0.954;0.046	False	False	True	2	3	10095213-10096209;10096048-10096209	
AT2G01260	AT2G01260:s:136623-136851	s|1e1.1o1|1e2.1o1	-1.3005675871611312e-06;1.300594963695495e-06	1.2871475993014694e-15;6.098932947674641e-21	0.06601826761096641;0.0665091137305801	0.997;0.003	0.996;0.004	False	False	True	2	3	136255-136623;136087-136623	
AT5G58290	AT5G58290:s:23570297-23570449	s|1e1.1o1|i	-0.008855298584686146;0.008855331267374894	9.29105137294156e-18;3.700335581785088e-17	0.0077768185867821416;0.007776470507289496	0.651;0.349	0.640;0.360	False	False	False	1	2	23570449-23570575	23570449-23570575
AT2G40430	AT2G40430:s:16880592-16880643	s|1e1.1o2|1e1.2o2	-0.0012921274853811263;0.0012921649045341081	8.367884889396718e-21;8.33735013528732e-21	0.15635285630982015;0.15635790055618892	0.954;0.046	0.953;0.047	False	True	False	2	2	16880492-16880592;16880489-16880592	
AT3G18820	AT3G18820:s:6485011-6485137	s|1e1.1o1|i	-0.03940217256548598;0.039402150637441916	5.347364939139166e-05;5.3473368647009994e-05	0.0005286227789094156;0.000528584132323973	0.679;0.321	0.627;0.373	False	False	False	1	2	6485137-6485293	6485137-6485293
AT5G02870	AT5G02870:s:657786-658939	s|1e1.1o2|1e1.2o2	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.999;0.001	1.000;0.000	False	True	False	2	2	658939-659413;658939-659416	
AT1G60670	AT1G60670:t:22346717-22346813	t|1e1.1o1|1e2.1o1	-1.800343143738733e-05;1.8004528638920577e-05	1.1296889022730441e-08;1.1196043281865829e-08	0.0016354073368642918;0.0016354158023860754	0.008;0.992	0.007;0.993	False	False	True	2	3	22346339-22346717;22346601-22346717	
AT5G52450	AT5G52450:s:21290240-21290784	s|1e1.1o1|2e1.1o1	0.04662904799157552;-0.046629044297308825	5.884746247408772e-06;5.884581957547228e-06	0.0001590562047590917;0.0001590707211546194	0.020;0.980	0.083;0.917	True	False	False	2	2	21290151-21290245;21290151-21290240	
AT1G05670	AT1G05670:s:1697939-1698029	s|1e1.1o2|1e1.2o2	0.014321115320095255;-0.014321076265761335	0.0019134287155245045;0.0019134255350346599	6.981415132917279e-05;6.981729908595025e-05	0.636;0.364	0.669;0.331	False	True	False	2	2	1697832-1697939;1697823-1697939	
AT1G13880	AT1G13880:s:4749592-4749747	s|1e1.1o2|1e1.2o2	-0.025040604782223107;0.025040621509341488	0.0034374624511004748;0.003437455216957575	5.7855310218846157e-05;5.785193290029633e-05	0.232;0.768	0.178;0.822	False	True	False	2	2	4749747-4749835;4749747-4749838	
AT1G15340	AT1G15340:s:5276882-5276986	s|1e1.1o1|i	7.77155982729795e-16;9.011001472393122e-16	6.0448857830544e-21;6.044885783054385e-21	0.9999999926460882;0.9999982092527919	0.002;0.998	0.002;0.998	False	False	False	1	2	5276725-5276882	5276725-5276882
AT4G09010	AT4G09010:s:5777698-5777832	s|1e1.1o1|i	0.015326834641916818;-0.015326858521984517	0.0038918242235052025;0.003891803751734925	0.0007724361381547529;0.0007724608452820414	0.643;0.357	0.660;0.340	False	False	False	1	2	5777612-5777698	5777612-5777698
AT5G09810	AT5G09810:s:3052963-3053356	s|1e1.1o1|i	0.0064862477456031865;-0.006486258987810847	1.1866803910901381e-20;1.2219636307957764e-20	0.011585485898275322;0.011585920249778447	0.626;0.374	0.638;0.362	False	False	False	1	2	3053356-3053443	3053356-3053443
AT5G23740	AT5G23740:s:8008426-8008515	s|1e1.1o1|i	0.008735328659010068;-0.008735327991859157	1.585049200989742e-20;2.597686255952825e-19	0.0010587214346397672;0.0010587452033224976	0.629;0.371	0.632;0.368	False	False	False	1	2	8008341-8008426	8008341-8008426
AT1G31970	AT1G31970:s:11481150-11481232	s|1e1.1o1|2e1.1o1	0.003211871641783346;-0.0032118670661233618	6.328277991925729e-15;6.827525535045321e-21	0.049270079485110405;0.04927300161226489	0.962;0.038	0.969;0.031	True	False	False	2	2	11481228-11481333;11481232-11481333	
AT5G67370	AT5G67370:s:26877908-26878089	s|1e1.1o1|i	-0.010934933690187354;0.010934944330257563	1.386240115473736e-07;1.3866644743567114e-07	0.0011080119311598358;0.0011079875759071947	0.628;0.372	0.613;0.387	False	False	False	1	2	26877829-26877908	26877829-26877908
AT2G20920	AT2G20920:s:8999195-8999546	s|1e1.1o1|i	-0.013409196859793452;0.013409212453066205	3.5382136950051797e-09;3.5647065600584533e-09	0.0009978763785023492;0.0009978265370186312	0.615;0.385	0.608;0.392	False	False	False	1	2	8999546-8999614	8999546-8999614
AT4G39620	AT4G39620:s:18396005-18397156	s|1e1.1o1|1e2.1o1|i	7.77155982729795e-16;7.77155982729795e-16;-3.6306430566782906e-13	6.0448857830544e-21;6.0448857830544e-21;6.0448857830115075e-21	0.9999999926460882;0.9999999926460882;0.9948193375320992	0.000;0.000;0.999	0.001;0.001;0.999	False	False	True	2	3	18397156-18397218;18397156-18397393	18397156-18397393
AT5G27840	AT5G27840:t:9862923-9863334	t|1e1.1o1|1e2.1o1	-1.0316669744633276e-10;1.1416166302855724e-10	6.097720039594281e-21;6.09772004793811e-21	0.9956081006722276;0.9972714503946678	0.993;0.007	0.995;0.005	False	False	True	2	3	9863334-9863607;9863334-9863413	
AT4G02920	AT4G02920:s:1293497-1293917	s|1e1.1o2|1e1.2o2	7.771559702176269e-16;-4.919158408975989e-13	6.097720061512472e-21;6.097720061453885e-21	0.9999999997576716;0.9999881616070847	0.014;0.986	0.017;0.983	False	True	False	2	2	1293917-1293998;1293917-1294001	
AT5G20140	AT5G20140:s:6799805-6799910	s|1e1.1o1|2e1.1o1	0.011374020539647573;-0.011373994550661971	8.638307250679989e-21;8.907133280760914e-21	0.40971934313966984;0.4097518560634772	0.950;0.050	0.960;0.040	True	False	False	2	2	6799726-6799828;6799726-6799805	
AT3G61420	AT3G61420:s:22731001-22731115	s|1e1.1o2|1e1.2o2	-0.17872169103461427;0.17872170609332055	0.3676082461733021;0.3676083141650224	3.2980586259778732e-06;3.297794694026818e-06	0.913;0.087	0.726;0.274	False	True	False	2	2	22730934-22731001;22730924-22731001	
AT2G46320	AT2G46320:s:19015813-19016135	s|1e1.1o2|1e1.2o2	0.024858109266156274;-0.024858074901445343	0.00013222308454730047;0.00013222340201496794	0.0001418277132256574;0.00014183953426738505	0.005;0.995	0.069;0.931	False	True	False	2	2	19016135-19016224;19016135-19016227	
AT1G15860	AT1G15860:s:5456304-5456437	s|1e1.1o1|2e1.1o1	-2.1033032210276748e-10;7.610803440429772e-11	6.0977200361877224e-21;6.0977200524628965e-21	0.9949264412559077;0.9981778084203012	0.999;0.001	0.998;0.002	True	False	False	2	2	5456410-5456504;5456437-5456504	
AT4G39900	AT4G39900:s:18508748-18508856	s|1e1.1o1|i	-0.017534447088185;0.017534461762195697	5.5808633522326334e-08;5.605920631160511e-08	0.0013240532579842368;0.0013239816743424726	0.644;0.356	0.624;0.376	False	False	False	1	2	18508659-18508748	18508659-18508748
AT3G19820	AT3G19820:t:6880375-6881652	t|1e1.1o1|1e2.1o1|i	-0.10967243151004089;-0.0014692926266346418;0.120422301932172	0.03513691161896193;6.3486318027569876e-21;0.057447874215319605	0.00013203621509805252;0.0422117879704349;0.00010572766758421158	0.508;0.074;0.416	0.386;0.064;0.547	False	False	True	2	3	6881628-6882212;6881628-6882096	6881628-6882096
AT5G51040	AT5G51040:s:20750908-20751015	s|1e1.1o2|1e1.2o2	-4.529232810187495e-06;4.529219901057034e-06	6.098622549543477e-21;6.0985119191784245e-21	0.4764428681887696;0.4775188329126706	0.989;0.011	0.983;0.017	False	True	False	2	2	20751015-20751085;20751015-20751097	
AT1G05970	AT1G05970:s:1816545-1816993	s|1e1.1o2|1e1.2o2	-0.008752864927181433;0.00875290126829988	0.0005567023791219915;0.0005567013305460843	9.043065491476376e-05;9.042837194345177e-05	0.646;0.354	0.628;0.372	False	True	False	2	2	1816408-1816545;1816402-1816545	
AT5G17020	AT5G17020:s:5597153-5597215	s|1e1.1o1|1e2.1o1	0.00011709739520292943;-0.00011709723677088551	1.1460482820807612e-09;8.258530990903243e-10	0.0024879659728127396;0.0024881149986965	0.993;0.007	0.997;0.003	False	False	True	2	3	5597215-5597309;5597215-5597494	
AT1G73470	AT1G73470:s:27627380-27627470	s|1e1.1o2|1e1.2o2	8.21188447800209e-05;-8.211832354128654e-05	6.11215718293404e-21;1.866212962317852e-18	0.2772331574554944;0.27837738874867035	0.003;0.997	0.019;0.981	False	True	False	2	2	27627470-27627548;27627470-27627566	
AT3G48200	AT3G48200:s:17835608-17835752	s|1e1.1o1|2e1.1o1	-0.0015234993228278846;0.0015234999603469745	6.4021449800298554e-21;2.109430112913694e-15	0.08637638169134887;0.08637601910484656	0.032;0.968	0.019;0.981	True	False	False	2	2	17835513-17835624;17835513-17835608	
